id,zip,city,state_id,state_name,density,county_name,,,
30263,91702,Azusa,CA,California,141.5,Los Angeles,,,
30264,91706,Baldwin Park,CA,California,2211.1,Los Angeles,,,
30265,91708,Chino,CA,California,163.1,San Bernardino,,,
30266,91709,Chino Hills,CA,California,911.5,San Bernardino,,,
30267,91710,Chino,CA,California,1645.7,San Bernardino,,,
30268,91711,Claremont,CA,California,945.9,Los Angeles,,,
30269,91722,Covina,CA,California,3236.8,Los Angeles,,,
30270,91723,Covina,CA,California,3078.8,Los Angeles,,,
30271,91724,Covina,CA,California,1654.5,Los Angeles,,,
30272,91730,Rancho Cucamonga,CA,California,1930.1,San Bernardino,,,
30273,91731,El Monte,CA,California,3058.5,Los Angeles,,,
30274,91732,El Monte,CA,California,5261,Los Angeles,,,
30275,91733,South El Monte,CA,California,2622.6,Los Angeles,,,
30276,91737,Rancho Cucamonga,CA,California,1159.2,San Bernardino,,,
30277,91739,Rancho Cucamonga,CA,California,523.7,San Bernardino,,,
30278,91740,Glendora,CA,California,2006.9,Los Angeles,,,
30279,91741,Glendora,CA,California,697.7,Los Angeles,,,
30280,91744,La Puente,CA,California,3752.3,Los Angeles,,,
30281,91745,Hacienda Heights,CA,California,1664.1,Los Angeles,,,
30282,91746,La Puente,CA,California,2059.5,Los Angeles,,,
30283,91748,Rowland Heights,CA,California,1256.5,Los Angeles,,,
30284,91750,La Verne,CA,California,522.1,Los Angeles,,,
30285,91752,Mira Loma,CA,California,913.3,Riverside,,,
30286,91754,Monterey Park,CA,California,2863.9,Los Angeles,,,
30287,91755,Monterey Park,CA,California,3331.1,Los Angeles,,,
30288,91759,Mt Baldy,CA,California,1.4,San Bernardino,America/Los_Angeles,,
30289,91761,Ontario,CA,California,813.8,San Bernardino,,,
30290,91762,Ontario,CA,California,1745.8,San Bernardino,,,
30291,91763,Montclair,CA,California,2902.7,San Bernardino,,,
30292,91764,Ontario,CA,California,2725.3,San Bernardino,,,
30293,91765,Diamond Bar,CA,California,950.8,Los Angeles,,,
30294,91766,Pomona,CA,California,2747.2,Los Angeles,America/Los_Angeles,,
30295,91767,Pomona,CA,California,3475.4,Los Angeles,,,
30296,91768,Pomona,CA,California,1570.1,Los Angeles,,,
30297,91770,Rosemead,CA,California,3769.3,Los Angeles,,,
30298,91773,San Dimas,CA,California,918,Los Angeles,,,
30299,91775,San Gabriel,CA,California,3146.8,Los Angeles,,,
30300,91776,San Gabriel,CA,California,4384.3,Los Angeles,,,
30301,91780,Temple City,CA,California,3545,Los Angeles,,,
30302,91784,Upland,CA,California,1105.6,San Bernardino,,,
30303,91786,Upland,CA,California,2316.1,San Bernardino,,,
30304,91789,Walnut,CA,California,1097.6,Los Angeles,,,
30305,91790,West Covina,CA,California,3039.6,Los Angeles,,,
30306,91791,West Covina,CA,California,1943.5,Los Angeles,,,
30307,91792,West Covina,CA,California,2976.5,Los Angeles,,,
30308,91801,Alhambra,CA,California,4852.4,Los Angeles,,,
30309,91803,Alhambra,CA,California,3495.2,Los Angeles,,,
30310,91901,Alpine,CA,California,78.5,San Diego,,,
30311,91902,Bonita,CA,California,836.2,San Diego,,,
30312,91905,Boulevard,CA,California,8.6,San Diego,,,
30313,91906,Campo,CA,California,16.2,San Diego,,,
30314,91910,Chula Vista,CA,California,2362.3,San Diego,,,
30315,91911,Chula Vista,CA,California,2757.3,San Diego,,,
30316,91913,Chula Vista,CA,California,2048.3,San Diego,,,
30317,91914,Chula Vista,CA,California,1066.2,San Diego,,,
30318,91915,Chula Vista,CA,California,1698.9,San Diego,,,
30319,91916,Descanso,CA,California,18.8,San Diego,,,
30320,91917,Dulzura,CA,California,10.5,San Diego,,,
30321,91931,Guatay,CA,California,16.4,San Diego,,,
30322,91932,Imperial Beach,CA,California,3866.6,San Diego,,,
30323,91934,Jacumba,CA,California,2.7,San Diego,,,
30324,91935,Jamul,CA,California,34.2,San Diego,,,
30325,91941,La Mesa,CA,California,1527.5,San Diego,,,
30326,91942,La Mesa,CA,California,2645.8,San Diego,,,
30327,91945,Lemon Grove,CA,California,2680,San Diego,,,
30328,91948,Mount Laguna,CA,California,2.5,San Diego,,,
30329,91950,National City,CA,California,3188.1,San Diego,,,
30330,91962,Pine Valley,CA,California,15.8,San Diego,,,
30331,91963,Potrero,CA,California,13.6,San Diego,,,
30332,91977,Spring Valley,CA,California,2586.3,San Diego,,,
30333,91978,Spring Valley,CA,California,602.2,San Diego,,,
30334,91980,Tecate,CA,California,0,San Diego,,,
30335,92003,Bonsall,CA,California,114.8,San Diego,,,
30336,92004,Borrego Springs,CA,California,1.3,San Diego,America/Los_Angeles,,
30337,92007,Cardiff By The Sea,CA,California,1797.5,San Diego,,,
30338,92008,Carlsbad,CA,California,1017.2,San Diego,,,
30339,92009,Carlsbad,CA,California,1414.1,San Diego,,,
30340,92010,Carlsbad,CA,California,775.7,San Diego,,,
30341,92011,Carlsbad,CA,California,1370.9,San Diego,,,
30342,92014,Del Mar,CA,California,866.7,San Diego,,,
30343,92019,El Cajon,CA,California,602.5,San Diego,,,
30344,92020,El Cajon,CA,California,2069.9,San Diego,,,
30345,92021,El Cajon,CA,California,911,San Diego,,,
30346,92024,Encinitas,CA,California,1171.2,San Diego,,,
30347,92025,Escondido,CA,California,925.2,San Diego,,,
30348,92026,Escondido,CA,California,522,San Diego,,,
30349,92027,Escondido,CA,California,347.6,San Diego,,,
30350,92028,Fallbrook,CA,California,197.1,San Diego,America/Los_Angeles,,
30351,92029,Escondido,CA,California,316.6,San Diego,,,
30352,92036,Julian,CA,California,5.6,San Diego,,,
30353,92037,La Jolla,CA,California,1127.8,San Diego,,,
30354,92040,Lakeside,CA,California,278.1,San Diego,,,
30355,92054,Oceanside,CA,California,1349.5,San Diego,,,
30356,92055,Camp Pendleton,CA,California,46.2,San Diego,,,
30357,92056,Oceanside,CA,California,1623.3,San Diego,,,
30358,92057,Oceanside,CA,California,1546.3,San Diego,,,
30359,92058,Oceanside,CA,California,632.6,San Diego,,,
30360,92059,Pala,CA,California,20.3,San Diego,,,
30361,92060,Palomar Mountain,CA,California,0.9,San Diego,,,
30362,92061,Pauma Valley,CA,California,25.9,San Diego,,,
30363,92064,Poway,CA,California,469.7,San Diego,,,
30364,92065,Ramona,CA,California,87.7,San Diego,,,
30365,92066,Ranchita,CA,California,13.5,San Diego,,,
30366,92067,Rancho Santa Fe,CA,California,132.4,San Diego,,,
30367,92069,San Marcos,CA,California,1182.2,San Diego,,,
30368,92070,Santa Ysabel,CA,California,2.3,San Diego,,,
30369,92071,Santee,CA,California,1267.3,San Diego,,,
30370,92075,Solana Beach,CA,California,1390.2,San Diego,,,
30371,92078,San Marcos,CA,California,1169.3,San Diego,,,
30372,92081,Vista,CA,California,1287.3,San Diego,,,
30373,92082,Valley Center,CA,California,58.8,San Diego,,,
30374,92083,Vista,CA,California,2741.1,San Diego,,,
30375,92084,Vista,CA,California,761.7,San Diego,,,
30376,92086,Warner Springs,CA,California,2.7,San Diego,,,
30377,92091,Rancho Santa Fe,CA,California,776.9,San Diego,,,
30378,92101,San Diego,CA,California,3368.7,San Diego,,,
30379,92102,San Diego,CA,California,3664.9,San Diego,,,
30380,92103,San Diego,CA,California,3557,San Diego,,,
30381,92104,San Diego,CA,California,4632.3,San Diego,,,
30382,92105,San Diego,CA,California,5104.4,San Diego,,,
30383,92106,San Diego,CA,California,1376.2,San Diego,,,
30384,92107,San Diego,CA,California,3843.3,San Diego,,,
30385,92108,San Diego,CA,California,1953.6,San Diego,,,
30386,92109,San Diego,CA,California,2394.1,San Diego,,,
30387,92110,San Diego,CA,California,2391.1,San Diego,,,
30388,92111,San Diego,CA,California,2313.3,San Diego,,,
30389,92113,San Diego,CA,California,4282.1,San Diego,,,
30390,92114,San Diego,CA,California,3226.9,San Diego,,,
30391,92115,San Diego,CA,California,3819.6,San Diego,,,
30392,92116,San Diego,CA,California,3755.8,San Diego,,,
30393,92117,San Diego,CA,California,2504,San Diego,,,
30394,92118,Coronado,CA,California,1116.5,San Diego,,,
30395,92119,San Diego,CA,California,1400.9,San Diego,,,
30396,92120,San Diego,CA,California,1743.3,San Diego,,,
30397,92121,San Diego,CA,California,149,San Diego,,,
30398,92122,San Diego,CA,California,1164,San Diego,,,
30399,92123,San Diego,CA,California,1531.8,San Diego,,,
30400,92124,San Diego,CA,California,1188.9,San Diego,,,
30401,92126,San Diego,CA,California,2529.1,San Diego,,,
30402,92127,San Diego,CA,California,873.8,San Diego,,,
30403,92128,San Diego,CA,California,1772.9,San Diego,,,
30404,92129,San Diego,CA,California,1504.2,San Diego,,,
30405,92130,San Diego,CA,California,1174,San Diego,,,
30406,92131,San Diego,CA,California,532.3,San Diego,,,
30407,92132,San Diego,CA,California,0,San Diego,,,
30408,92134,San Diego,CA,California,611.6,San Diego,,,
30409,92135,San Diego,CA,California,518.3,San Diego,,,
30410,92139,San Diego,CA,California,3853.2,San Diego,,,
30411,92140,San Diego,CA,California,2222.4,San Diego,,,
30412,92145,San Diego,CA,California,217.1,San Diego,,,
30413,92147,San Diego,CA,California,2112.6,San Diego,,,
30414,92154,San Diego,CA,California,924.3,San Diego,,,
30415,92155,San Diego,CA,California,783.9,San Diego,,,
30416,92173,San Ysidro,CA,California,2372,San Diego,,,
30417,92201,Indio,CA,California,1120.3,Riverside,,,
30418,92203,Indio,CA,California,686.7,Riverside,,,
30419,92210,Indian Wells,CA,California,152,Riverside,,,
30420,92211,Palm Desert,CA,California,642.6,Riverside,,,
30421,92220,Banning,CA,California,104.2,Riverside,,,
30422,92222,Bard,CA,California,0,Imperial,,,
30423,92223,Beaumont,CA,California,494.1,Riverside,,,
30424,92225,Blythe,CA,California,14.5,Riverside,America/Los_Angeles,,
30425,92227,Brawley,CA,California,19.4,Imperial,,,
30426,92230,Cabazon,CA,California,68.3,Riverside,,,
30427,92231,Calexico,CA,California,271.9,Imperial,,,
30428,92233,Calipatria,CA,California,19.2,Imperial,,,
30429,92234,Cathedral City,CA,California,1334,Riverside,,,
30430,92236,Coachella,CA,California,802.4,Riverside,,,
30431,92239,Desert Center,CA,California,0.6,Riverside,,,
30432,92240,Desert Hot Springs,CA,California,372.3,Riverside,,,
30433,92241,Desert Hot Springs,CA,California,21.5,Riverside,,,
30434,92242,Earp,CA,California,16.1,San Bernardino,,,
30435,92243,El Centro,CA,California,176.5,Imperial,,,
30436,92249,Heber,CA,California,141.6,Imperial,,,
30437,92250,Holtville,CA,California,8.1,Imperial,,,
30438,92251,Imperial,CA,California,46.4,Imperial,,,
30439,92252,Joshua Tree,CA,California,40.2,San Bernardino,,,
30440,92253,La Quinta,CA,California,451.7,Riverside,,,
30441,92254,Mecca,CA,California,80.9,Riverside,,,
30442,92256,Morongo Valley,CA,California,15.3,San Bernardino,,,
30443,92257,Niland,CA,California,0.7,Imperial,,,
30444,92258,North Palm Springs,CA,California,20.4,Riverside,,,
30445,92259,Ocotillo,CA,California,0.1,Imperial,,,
30446,92260,Palm Desert,CA,California,471.3,Riverside,,,
30447,92262,Palm Springs,CA,California,301.2,Riverside,,,
