id,zip,city,state_id,state_name,density,county_name,,,
30448,92264,Palm Springs,CA,California,148.7,Riverside,,,
30449,92266,Palo Verde,CA,California,0.1,Imperial,,,
30450,92267,Parker Dam,CA,California,0.1,San Bernardino,,,
30451,92268,Pioneertown,CA,California,2.2,San Bernardino,,,
30452,92270,Rancho Mirage,CA,California,263.3,Riverside,,,
30453,92273,Seeley,CA,California,111.3,Imperial,,,
30454,92274,Thermal,CA,California,33.1,Riverside,America/Los_Angeles,,
30455,92275,Salton City,CA,California,16.3,Imperial,,,
30456,92276,Thousand Palms,CA,California,88.9,Riverside,,,
30457,92277,Twentynine Palms,CA,California,6.4,San Bernardino,America/Los_Angeles,,
30458,92278,Twentynine Palms,CA,California,2362.8,San Bernardino,,,
30459,92280,Vidal,CA,California,0,San Bernardino,,,
30460,92281,Westmorland,CA,California,70.1,Imperial,,,
30461,92282,Whitewater,CA,California,7.2,Riverside,,,
30462,92283,Winterhaven,CA,California,0.9,Imperial,,,
30463,92284,Yucca Valley,CA,California,91.8,San Bernardino,,,
30464,92285,Landers,CA,California,5.5,San Bernardino,,,
30465,92301,Adelanto,CA,California,77.5,San Bernardino,,,
30466,92304,Amboy,CA,California,0.2,San Bernardino,,,
30467,92305,Angelus Oaks,CA,California,2.5,San Bernardino,,,
30468,92307,Apple Valley,CA,California,88.9,San Bernardino,,,
30469,92308,Apple Valley,CA,California,174.7,San Bernardino,,,
30470,92309,Baker,CA,California,1.4,San Bernardino,,,
30471,92310,Fort Irwin,CA,California,1273.5,San Bernardino,,,
30472,92311,Barstow,CA,California,52,San Bernardino,,,
30473,92313,Grand Terrace,CA,California,1390,San Bernardino,,,
30474,92314,Big Bear City,CA,California,142.6,San Bernardino,,,
30475,92315,Big Bear Lake,CA,California,159.8,San Bernardino,,,
30476,92316,Bloomington,CA,California,1007.3,San Bernardino,,,
30477,92320,Calimesa,CA,California,318.1,Riverside,,,
30478,92321,Cedar Glen,CA,California,61.8,San Bernardino,,,
30479,92322,Cedarpines Park,CA,California,86.7,San Bernardino,,,
30480,92324,Colton,CA,California,778.9,San Bernardino,America/Los_Angeles,,
30481,92325,Crestline,CA,California,303.6,San Bernardino,,,
30482,92327,Daggett,CA,California,10.1,San Bernardino,,,
30483,92328,Death Valley,CA,California,0.2,Inyo,,,
30484,92332,Essex,CA,California,0,San Bernardino,,,
30485,92333,Fawnskin,CA,California,36.3,San Bernardino,,,
30486,92335,Fontana,CA,California,2209.6,San Bernardino,,,
30487,92336,Fontana,CA,California,1525.5,San Bernardino,,,
30488,92337,Fontana,CA,California,1087.7,San Bernardino,,,
30489,92338,Ludlow,CA,California,0,San Bernardino,,,
30490,92339,Forest Falls,CA,California,39.3,San Bernardino,,,
30491,92341,Green Valley Lake,CA,California,12.1,San Bernardino,,,
30492,92342,Helendale,CA,California,24.7,San Bernardino,,,
30493,92344,Hesperia,CA,California,234.1,San Bernardino,,,
30494,92345,Hesperia,CA,California,386.5,San Bernardino,,,
30495,92346,Highland,CA,California,968.1,San Bernardino,,,
30496,92347,Hinkley,CA,California,1.8,San Bernardino,,,
30497,92352,Lake Arrowhead,CA,California,223.2,San Bernardino,,,
30498,92354,Loma Linda,CA,California,1743.1,San Bernardino,,,
30499,92356,Lucerne Valley,CA,California,6.4,San Bernardino,,,
30500,92358,Lytle Creek,CA,California,14.1,San Bernardino,,,
30501,92359,Mentone,CA,California,211.4,San Bernardino,,,
30502,92363,Needles,CA,California,10.4,San Bernardino,,,
30503,92364,Nipton,CA,California,0,San Bernardino,,,
30504,92365,Newberry Springs,CA,California,6.1,San Bernardino,,,
30505,92368,Oro Grande,CA,California,14.1,San Bernardino,,,
30506,92371,Phelan,CA,California,50.5,San Bernardino,,,
30507,92372,Pinon Hills,CA,California,84.1,San Bernardino,,,
30508,92373,Redlands,CA,California,316.1,San Bernardino,America/Los_Angeles,,
30509,92374,Redlands,CA,California,896.1,San Bernardino,,,
30510,92376,Rialto,CA,California,2453,San Bernardino,,,
30511,92377,Rialto,CA,California,757.7,San Bernardino,,,
30512,92378,Rimforest,CA,California,109,San Bernardino,,,
30513,92382,Running Springs,CA,California,114.3,San Bernardino,,,
30514,92384,Shoshone,CA,California,0,Inyo,,,
30515,92385,Skyforest,CA,California,9.9,San Bernardino,,,
30516,92386,Sugarloaf,CA,California,452.7,San Bernardino,,,
30517,92389,Tecopa,CA,California,0.5,Inyo,,,
30518,92391,Twin Peaks,CA,California,323.5,San Bernardino,,,
30519,92392,Victorville,CA,California,604,San Bernardino,,,
30520,92394,Victorville,CA,California,493.4,San Bernardino,,,
30521,92395,Victorville,CA,California,972.9,San Bernardino,,,
30522,92397,Wrightwood,CA,California,170.3,San Bernardino,America/Los_Angeles,,
30523,92398,Yermo,CA,California,30.2,San Bernardino,,,
30524,92399,Yucaipa,CA,California,395.1,San Bernardino,America/Los_Angeles,,
30525,92401,San Bernardino,CA,California,1007.6,San Bernardino,,,
30526,92404,San Bernardino,CA,California,849.9,San Bernardino,,,
30527,92405,San Bernardino,CA,California,2460.5,San Bernardino,,,
30528,92407,San Bernardino,CA,California,416.7,San Bernardino,,,
30529,92408,San Bernardino,CA,California,494.2,San Bernardino,,,
30530,92410,San Bernardino,CA,California,2120,San Bernardino,,,
30531,92411,San Bernardino,CA,California,2384,San Bernardino,,,
30532,92501,Riverside,CA,California,1463.6,Riverside,,,
30533,92503,Riverside,CA,California,1233.1,Riverside,,,
30534,92504,Riverside,CA,California,987.7,Riverside,,,
30535,92505,Riverside,CA,California,1683.2,Riverside,,,
30536,92506,Riverside,CA,California,1102.1,Riverside,,,
30537,92507,Riverside,CA,California,1129.9,Riverside,,,
30538,92508,Riverside,CA,California,1384,Riverside,,,
30539,92509,Jurupa Valley,CA,California,1010.1,Riverside,America/Los_Angeles,,
30540,92518,March Air Reserve Base,CA,California,33.2,Riverside,,,
30541,92530,Lake Elsinore,CA,California,416.9,Riverside,America/Los_Angeles,,
30542,92532,Lake Elsinore,CA,California,554.5,Riverside,,,
30543,92536,Aguanga,CA,California,9.5,Riverside,,,
30544,92539,Anza,CA,California,13.4,Riverside,,,
30545,92543,Hemet,CA,California,839.4,Riverside,,,
30546,92544,Hemet,CA,California,142,Riverside,,,
30547,92545,Hemet,CA,California,501.2,Riverside,,,
30548,92548,Homeland,CA,California,308.7,Riverside,,,
30549,92549,Idyllwild,CA,California,35.4,Riverside,,,
30550,92551,Moreno Valley,CA,California,2242.8,Riverside,,,
30551,92553,Moreno Valley,CA,California,2899.5,Riverside,,,
30552,92555,Moreno Valley,CA,California,212.7,Riverside,,,
30553,92557,Moreno Valley,CA,California,1097.6,Riverside,,,
30554,92561,Mountain Center,CA,California,3.6,Riverside,,,
30555,92562,Murrieta,CA,California,226.9,Riverside,,,
30556,92563,Murrieta,CA,California,1326.6,Riverside,,,
30557,92567,Nuevo,CA,California,139.4,Riverside,,,
30558,92570,Perris,CA,California,240.8,Riverside,,,
30559,92571,Perris,CA,California,985.5,Riverside,,,
30560,92582,San Jacinto,CA,California,359.1,Riverside,,,
30561,92583,San Jacinto,CA,California,443.3,Riverside,,,
30562,92584,Menifee,CA,California,702.2,Riverside,,,
30563,92585,Menifee,CA,California,416.5,Riverside,,,
30564,92586,Menifee,CA,California,1064.9,Riverside,,,
30565,92587,Menifee,CA,California,842.2,Riverside,,,
30566,92590,Temecula,CA,California,37.2,Riverside,,,
30567,92591,Temecula,CA,California,975.6,Riverside,,,
30568,92592,Temecula,CA,California,337.3,Riverside,,,
30569,92595,Wildomar,CA,California,617,Riverside,,,
30570,92596,Winchester,CA,California,203.4,Riverside,,,
30571,92602,Irvine,CA,California,860.8,Orange,,,
30572,92603,Irvine,CA,California,570,Orange,,,
30573,92604,Irvine,CA,California,3322.4,Orange,,,
30574,92606,Irvine,CA,California,2089.1,Orange,,,
30575,92610,Foothill Ranch,CA,California,642.5,Orange,,,
30576,92612,Irvine,CA,California,2113.9,Orange,,,
30577,92614,Irvine,CA,California,2367.6,Orange,,,
30578,92617,Irvine,CA,California,2762.7,Orange,,,
30579,92618,Irvine,CA,California,893.8,Orange,,,
30580,92620,Irvine,CA,California,2875.4,Orange,,,
30581,92624,Capistrano Beach,CA,California,1771.3,Orange,,,
30582,92625,Corona Del Mar,CA,California,1863.1,Orange,,,
30583,92626,Costa Mesa,CA,California,2008,Orange,,,
30584,92627,Costa Mesa,CA,California,3825.5,Orange,,,
30585,92629,Dana Point,CA,California,2063.2,Orange,,,
30586,92630,Lake Forest,CA,California,2407.1,Orange,,,
30587,92637,Laguna Woods,CA,California,1768.7,Orange,,,
30588,92646,Huntington Beach,CA,California,2633.2,Orange,,,
30589,92647,Huntington Beach,CA,California,3099.6,Orange,,,
30590,92648,Huntington Beach,CA,California,2220.1,Orange,,,
30591,92649,Huntington Beach,CA,California,1781.6,Orange,,,
30592,92651,Laguna Beach,CA,California,492.1,Orange,,,
30593,92653,Laguna Hills,CA,California,1728.6,Orange,,,
30594,92655,Midway City,CA,California,5119.2,Orange,,,
30595,92656,Aliso Viejo,CA,California,2452.3,Orange,,,
30596,92657,Newport Coast,CA,California,512.1,Orange,,,
30597,92660,Newport Beach,CA,California,1400.9,Orange,,,
30598,92661,Newport Beach,CA,California,2042.4,Orange,,,
30599,92662,Newport Beach,CA,California,4670,Orange,,,
30600,92663,Newport Beach,CA,California,2561,Orange,,,
30601,92672,San Clemente,CA,California,1662,Orange,America/Los_Angeles,,
30602,92673,San Clemente,CA,California,1023.3,Orange,,,
30603,92675,San Juan Capistrano,CA,California,429.2,Orange,,,
30604,92676,Silverado,CA,California,12,Orange,,,
30605,92677,Laguna Niguel,CA,California,1533.3,Orange,,,
30606,92678,Trabuco Canyon,CA,California,15,Orange,,,
30607,92679,Trabuco Canyon,CA,California,557.5,Orange,,,
30608,92683,Westminster,CA,California,3516.2,Orange,,,
30609,92688,Rancho Santa Margarita,CA,California,1587.6,Orange,,,
30610,92691,Mission Viejo,CA,California,2229.9,Orange,,,
30611,92692,Mission Viejo,CA,California,1834.1,Orange,,,
30612,92694,Ladera Ranch,CA,California,1202.5,Orange,,,
30613,92701,Santa Ana,CA,California,6504.4,Orange,,,
30614,92703,Santa Ana,CA,California,6460.7,Orange,,,
30615,92704,Santa Ana,CA,California,4539.9,Orange,,,
30616,92705,Santa Ana,CA,California,1580.2,Orange,,,
30617,92706,Santa Ana,CA,California,3902.1,Orange,,,
30618,92707,Santa Ana,CA,California,4694.9,Orange,,,
30619,92708,Fountain Valley,CA,California,2403.4,Orange,,,
30620,92780,Tustin,CA,California,3284.9,Orange,,,
30621,92782,Tustin,CA,California,2651,Orange,,,
30622,92801,Anaheim,CA,California,4096.7,Orange,,,
30623,92802,Anaheim,CA,California,3567.2,Orange,,,
30624,92804,Anaheim,CA,California,4952.7,Orange,,,
30625,92805,Anaheim,CA,California,4553.6,Orange,,,
30626,92806,Anaheim,CA,California,1964,Orange,,,
30627,92807,Anaheim,CA,California,1242.1,Orange,,,
30628,92808,Anaheim,CA,California,1551.5,Orange,,,
30629,92821,Brea,CA,California,1378.9,Orange,,,
30630,92823,Brea,CA,California,173.3,Orange,,,
30631,92831,Fullerton,CA,California,2414,Orange,,,
30632,92832,Fullerton,CA,California,3557.1,Orange,,,
30633,92833,Fullerton,CA,California,2764.8,Orange,,,
30634,92835,Fullerton,CA,California,1508.3,Orange,,,
30635,92840,Garden Grove,CA,California,4061.5,Orange,,,
30636,92841,Garden Grove,CA,California,2910.2,Orange,,,
30637,92843,Garden Grove,CA,California,4649.5,Orange,,,
30638,92844,Garden Grove,CA,California,4217.5,Orange,,,
30639,92845,Garden Grove,CA,California,2886.6,Orange,,,
30640,92860,Norco,CA,California,740.6,Riverside,,,
30641,92861,Villa Park,CA,California,1069.5,Orange,,,
30642,92865,Orange,CA,California,2094.9,Orange,,,
30643,92866,Orange,CA,California,3112.7,Orange,,,
30644,92867,Orange,CA,California,2168.5,Orange,,,
30645,92868,Orange,CA,California,3134.4,Orange,,,
30646,92869,Orange,CA,California,1536.7,Orange,,,
30647,92870,Placentia,CA,California,3053.6,Orange,,,
30648,92879,Corona,CA,California,1841,Riverside,,,
30649,92880,Corona,CA,California,1082.1,Riverside,America/Los_Angeles,,
30650,92881,Corona,CA,California,468.3,Riverside,,,
30651,92882,Corona,CA,California,1099,Riverside,,,
30652,92883,Corona,CA,California,249.1,Riverside,,,
30653,92886,Yorba Linda,CA,California,1330.7,Orange,,,
30654,92887,Yorba Linda,CA,California,809.3,Orange,,,
30655,93001,Ventura,CA,California,61,Ventura,America/Los_Angeles,,
30656,93003,Ventura,CA,California,968.7,Ventura,,,
30657,93004,Ventura,CA,California,1727.8,Ventura,,,
30658,93010,Camarillo,CA,California,803.6,Ventura,,,
30659,93012,Camarillo,CA,California,265.5,Ventura,,,
30660,93013,Carpinteria,CA,California,112.9,Santa Barbara,America/Los_Angeles,,
30661,93015,Fillmore,CA,California,90.7,Ventura,,,
30662,93021,Moorpark,CA,California,315.2,Ventura,,,
30663,93022,Oak View,CA,California,599.8,Ventura,,,
30664,93023,Ojai,CA,California,28.5,Ventura,,,
30665,93030,Oxnard,CA,California,1608.8,Ventura,,,
30666,93033,Oxnard,CA,California,1115.6,Ventura,,,
30667,93035,Oxnard,CA,California,2795.2,Ventura,,,
30668,93036,Oxnard,CA,California,1192.1,Ventura,,,
30669,93040,Piru,CA,California,10,Ventura,,,
30670,93041,Port Hueneme,CA,California,841.9,Ventura,,,
30671,93042,Point Mugu Nawc,CA,California,2,Ventura,,,
30672,93043,Port Hueneme Cbc Base,CA,California,115.4,Ventura,,,
30673,93060,Santa Paula,CA,California,109.7,Ventura,,,
30674,93063,Simi Valley,CA,California,661.3,Ventura,,,
30675,93064,Brandeis,CA,California,0,Ventura,,,
30676,93065,Simi Valley,CA,California,875.9,Ventura,,,
30677,93066,Somis,CA,California,29.9,Ventura,,,
30678,93067,Summerland,CA,California,268.6,Santa Barbara,,,
30679,93101,Santa Barbara,CA,California,3531.4,Santa Barbara,,,
30680,93103,Santa Barbara,CA,California,1513.6,Santa Barbara,,,
30681,93105,Santa Barbara,CA,California,113.5,Santa Barbara,,,
30682,93108,Santa Barbara,CA,California,189.4,Santa Barbara,,,
30683,93109,Santa Barbara,CA,California,1228.6,Santa Barbara,,,
30684,93110,Santa Barbara,CA,California,616.9,Santa Barbara,,,
30685,93111,Santa Barbara,CA,California,825.5,Santa Barbara,,,
30686,93117,Goleta,CA,California,132.9,Santa Barbara,,,
30687,93201,Alpaugh,CA,California,7.9,Tulare,America/Los_Angeles,,
30688,93202,Armona,CA,California,2127.3,Kings,,,
30689,93203,Arvin,CA,California,40.7,Kern,,,
30690,93204,Avenal,CA,California,83.9,Kings,,,
30691,93205,Bodfish,CA,California,13.6,Kern,,,
30692,93206,Buttonwillow,CA,California,4.4,Kern,,,
30693,93207,California Hot Springs,CA,California,1.7,Tulare,,,
30694,93208,Camp Nelson,CA,California,0.7,Tulare,,,
30695,93210,Coalinga,CA,California,9.2,Fresno,FALSE,America/Los_Angeles,
30696,93212,Corcoran,CA,California,85,Kings,America/Los_Angeles,,
30697,93215,Delano,CA,California,149.6,Kern,America/Los_Angeles,,
30698,93218,Ducor,CA,California,5.2,Tulare,,,
30699,93219,Earlimart,CA,California,40.8,Tulare,,,
30700,93220,Edison,CA,California,1,Kern,,,
30701,93221,Exeter,CA,California,41.4,Tulare,,,
30702,93222,Pine Mountain Club,CA,California,21.3,Kern,,,
30703,93223,Farmersville,CA,California,1673,Tulare,,,
30704,93224,Fellows,CA,California,8.1,Kern,,,
30705,93225,Frazier Park,CA,California,10.4,Kern,America/Los_Angeles,,
30706,93226,Glennville,CA,California,0.5,Kern,,,
30707,93230,Hanford,CA,California,99.4,Kings,,,
30708,93234,Huron,CA,California,35.4,Fresno,,,
30709,93235,Ivanhoe,CA,California,564.8,Tulare,,,
30710,93238,Kernville,CA,California,2.1,Kern,America/Los_Angeles,,
30711,93239,Kettleman City,CA,California,7.5,Kings,,,
30712,93240,Lake Isabella,CA,California,32.7,Kern,,,
30713,93241,Lamont,CA,California,1534.7,Kern,,,
30714,93242,Laton,CA,California,32.6,Fresno,America/Los_Angeles,,
30715,93243,Lebec,CA,California,3.9,Kern,America/Los_Angeles,,
30716,93244,Lemon Cove,CA,California,1.7,Tulare,,,
30717,93245,Lemoore,CA,California,126,Kings,,,
30718,93247,Lindsay,CA,California,93,Tulare,,,
30719,93249,Lost Hills,CA,California,3.2,Kern,,,
30720,93250,McFarland,CA,California,73.9,Kern,,,
30721,93251,McKittrick,CA,California,0.6,Kern,,,
30722,93252,Maricopa,CA,California,1.4,Kern,FALSE,FALSE,America/Los_Angeles
30723,93254,New Cuyama,CA,California,2.2,Santa Barbara,America/Los_Angeles,,
30724,93255,Onyx,CA,California,1.2,Kern,,,
30725,93256,Pixley,CA,California,26.2,Tulare,,,
30726,93257,Porterville,CA,California,66.4,Tulare,,,
30727,93258,Porterville,CA,California,1742,Tulare,,,
30728,93260,Posey,CA,California,2.7,Tulare,,,
30729,93261,Richgrove,CA,California,110.7,Tulare,,,
30730,93262,Sequoia National Park,CA,California,0.2,Tulare,,,
30731,93263,Shafter,CA,California,94.7,Kern,,,
30732,93265,Springville,CA,California,3.5,Tulare,,,
30733,93266,Stratford,CA,California,9.3,Kings,,,
30734,93267,Strathmore,CA,California,34.9,Tulare,,,
30735,93268,Taft,CA,California,172.3,Kern,,,
30736,93270,Terra Bella,CA,California,33.5,Tulare,,,
30737,93271,Three Rivers,CA,California,2.5,Tulare,,,
30738,93272,Tipton,CA,California,21.7,Tulare,,,
30739,93274,Tulare,CA,California,133.5,Tulare,,,
30740,93276,Tupman,CA,California,81.2,Kern,,,
30741,93277,Visalia,CA,California,504.7,Tulare,,,
30742,93280,Wasco,CA,California,33.7,Kern,,,
30743,93283,Weldon,CA,California,4.3,Kern,,,
30744,93285,Wofford Heights,CA,California,20.3,Kern,,,
30745,93286,Woodlake,CA,California,44.8,Tulare,,,
30746,93287,Woody,CA,California,0.5,Kern,,,
30747,93291,Visalia,CA,California,270.4,Tulare,,,
30748,93292,Visalia,CA,California,149.3,Tulare,,,
30749,93301,Bakersfield,CA,California,1138.1,Kern,,,
30750,93304,Bakersfield,CA,California,2496.9,Kern,,,
30751,93305,Bakersfield,CA,California,2465.9,Kern,,,
30752,93306,Bakersfield,CA,California,316.8,Kern,,,
30753,93307,Bakersfield,CA,California,241.4,Kern,,,
30754,93308,Bakersfield,CA,California,66,Kern,,,
30755,93309,Bakersfield,CA,California,2128.5,Kern,,,
30756,93311,Bakersfield,CA,California,103.6,Kern,,,
30757,93312,Bakersfield,CA,California,1564.2,Kern,,,
30758,93313,Bakersfield,CA,California,213.9,Kern,,,
30759,93314,Bakersfield,CA,California,113,Kern,,,
30760,93401,San Luis Obispo,CA,California,159.4,San Luis Obispo,,,
30761,93402,Los Osos,CA,California,219.8,San Luis Obispo,,,
30762,93405,San Luis Obispo,CA,California,157.9,San Luis Obispo,,,
30763,93410,San Luis Obispo,CA,California,0,San Luis Obispo,,,
30764,93420,Arroyo Grande,CA,California,63.3,San Luis Obispo,,,
30765,93422,Atascadero,CA,California,213.5,San Luis Obispo,,,
30766,93424,Avila Beach,CA,California,116.6,San Luis Obispo,,,
30767,93426,Bradley,CA,California,2.9,Monterey,America/Los_Angeles,,
30768,93427,Buellton,CA,California,42.8,Santa Barbara,,,
30769,93428,Cambria,CA,California,29.4,San Luis Obispo,,,
30770,93429,Casmalia,CA,California,7.5,Santa Barbara,,,
30771,93430,Cayucos,CA,California,15.2,San Luis Obispo,,,
30772,93432,Creston,CA,California,6.4,San Luis Obispo,,,
30773,93433,Grover Beach,CA,California,2415.6,San Luis Obispo,,,
30774,93434,Guadalupe,CA,California,87.1,Santa Barbara,,,
30775,93436,Lompoc,CA,California,99.3,Santa Barbara,,,
30776,93437,Lompoc,CA,California,33.7,Santa Barbara,,,
30777,93440,Los Alamos,CA,California,15.9,Santa Barbara,,,
30778,93441,Los Olivos,CA,California,6.5,Santa Barbara,,,
30779,93442,Morro Bay,CA,California,93.9,San Luis Obispo,,,
30780,93444,Nipomo,CA,California,119.6,San Luis Obispo,,,
30781,93445,Oceano,CA,California,163.3,San Luis Obispo,,,
30782,93446,Paso Robles,CA,California,41.2,San Luis Obispo,,,
30783,93449,Pismo Beach,CA,California,315.9,San Luis Obispo,,,
30784,93450,San Ardo,CA,California,1.7,Monterey,,,
30785,93451,San Miguel,CA,California,3.4,San Luis Obispo,America/Los_Angeles,,
30786,93452,San Simeon,CA,California,2.2,San Luis Obispo,,,
30787,93453,Santa Margarita,CA,California,1.6,San Luis Obispo,,,
30788,93454,Santa Maria,CA,California,36.6,Santa Barbara,America/Los_Angeles,,
30789,93455,Santa Maria,CA,California,164.9,Santa Barbara,,,
30790,93458,Santa Maria,CA,California,807.5,Santa Barbara,America/Los_Angeles,,
30791,93460,Santa Ynez,CA,California,16.5,Santa Barbara,,,
30792,93461,Shandon,CA,California,1.5,San Luis Obispo,FALSE,America/Los_Angeles,
30793,93463,Solvang,CA,California,101.1,Santa Barbara,,,
30794,93465,Templeton,CA,California,40.4,San Luis Obispo,,,
30795,93501,Mojave,CA,California,11.3,Kern,,,
30796,93505,California City,CA,California,68,Kern,,,
30797,93510,Acton,CA,California,41,Los Angeles,,,
30798,93512,Benton,CA,California,1,Mono,,,
30799,93513,Big Pine,CA,California,1,Inyo,,,
30800,93514,Bishop,CA,California,4.9,Inyo,America/Los_Angeles,,
30801,93516,Boron,CA,California,44.9,Kern,America/Los_Angeles,,
30802,93517,Bridgeport,CA,California,0.4,Mono,,,
30803,93518,Caliente,CA,California,1.1,Kern,,,
30804,93519,Cantil,CA,California,0,Kern,,,
30805,93522,Darwin,CA,California,0.8,Inyo,,,
30806,93523,Edwards,CA,California,14.1,Kern,,,
30807,93524,Edwards,CA,California,31.1,Kern,,,
30808,93526,Independence,CA,California,1.8,Inyo,,,
30809,93527,Inyokern,CA,California,1.1,Kern,FALSE,America/Los_Angeles,
30810,93528,Johannesburg,CA,California,12.1,Kern,,,
30811,93529,June Lake,CA,California,4.9,Mono,,,
30812,93530,Keeler,CA,California,4.2,Inyo,,,
30813,93531,Keene,CA,California,3.8,Kern,,,
30814,93532,Lake Hughes,CA,California,9.1,Los Angeles,,,
30815,93534,Lancaster,CA,California,855.4,Los Angeles,,,
30816,93535,Lancaster,CA,California,111.2,Los Angeles,,,
30817,93536,Lancaster,CA,California,111.7,Los Angeles,,,
30818,93541,Lee Vining,CA,California,0.4,Mono,,,
30819,93543,Littlerock,CA,California,93.5,Los Angeles,,,
30820,93544,Llano,CA,California,4.1,Los Angeles,,,
30821,93545,Lone Pine,CA,California,6.6,Inyo,,,
30822,93546,Mammoth Lakes,CA,California,21.5,Mono,,,
30823,93549,Olancha,CA,California,0.3,Inyo,,,
30824,93550,Palmdale,CA,California,152.6,Los Angeles,,,
30825,93551,Palmdale,CA,California,267.1,Los Angeles,,,
30826,93552,Palmdale,CA,California,317.9,Los Angeles,,,
30827,93553,Pearblossom,CA,California,7.6,Los Angeles,,,
30828,93554,Randsburg,CA,California,0.7,Kern,,,
30829,93555,Ridgecrest,CA,California,160.2,Kern,America/Los_Angeles,,
30830,93558,Red Mountain,CA,California,2.7,San Bernardino,,,
30831,93560,Rosamond,CA,California,52.6,Kern,America/Los_Angeles,,
30832,93561,Tehachapi,CA,California,51.1,Kern,,,
30833,93562,Trona,CA,California,17.3,San Bernardino,,,
30834,93563,Valyermo,CA,California,3.4,Los Angeles,,,
30835,93591,Palmdale,CA,California,31.6,Los Angeles,,,
30836,93592,Trona,CA,California,0.3,Inyo,,,
30837,93601,Ahwahnee,CA,California,14.5,Madera,America/Los_Angeles,,
30838,93602,Auberry,CA,California,9.5,Fresno,,,
30839,93603,Badger,CA,California,1.6,Tulare,,,
30840,93604,Bass Lake,CA,California,1.5,Madera,,,
30841,93605,Big Creek,CA,California,183.6,Fresno,,,
30842,93606,Biola,CA,California,2660.2,Fresno,,,
30843,93608,Cantua Creek,CA,California,4.5,Fresno,,,
30844,93609,Caruthers,CA,California,32.5,Fresno,,,
30845,93610,Chowchilla,CA,California,32.2,Madera,America/Los_Angeles,,
30846,93611,Clovis,CA,California,1699,Fresno,,,
30847,93612,Clovis,CA,California,2074.8,Fresno,,,
30848,93614,Coarsegold,CA,California,40.3,Madera,,,
30849,93615,Cutler,CA,California,146.5,Tulare,,,
30850,93616,Del Rey,CA,California,71.9,Fresno,,,
30851,93618,Dinuba,CA,California,182.3,Tulare,America/Los_Angeles,,
30852,93619,Clovis,CA,California,85.3,Fresno,America/Los_Angeles,,
30853,93620,Dos Palos,CA,California,19.7,Merced,America/Los_Angeles,,
30854,93621,Dunlap,CA,California,0.8,Fresno,,,
30855,93622,Firebaugh,CA,California,11.3,Fresno,FALSE,America/Los_Angeles,
30856,93623,Fish Camp,CA,California,1.4,Mariposa,America/Los_Angeles,,
30857,93624,Five Points,CA,California,3,Fresno,,,
30858,93625,Fowler,CA,California,125.9,Fresno,,,
30859,93626,Friant,CA,California,9.4,Fresno,America/Los_Angeles,,
30860,93627,Helm,CA,California,2.7,Fresno,,,
30861,93628,Hume,CA,California,0.9,Fresno,,,
30862,93630,Kerman,CA,California,51.5,Fresno,,,
30863,93631,Kingsburg,CA,California,78.4,Fresno,FALSE,America/Los_Angeles,
30864,93633,Kings Canyon National Pk,CA,California,0,Tulare,America/Los_Angeles,,
30865,93634,Lakeshore,CA,California,0,Fresno,,,
30866,93635,Los Banos,CA,California,61.1,Merced,,,
30867,93636,Madera,CA,California,26.2,Madera,,,
30868,93637,Madera,CA,California,58.7,Madera,,,
30869,93638,Madera,CA,California,203.3,Madera,,,
30870,93640,Mendota,CA,California,44.1,Fresno,,,
30871,93641,Miramonte,CA,California,2.7,Fresno,,,
30872,93643,North Fork,CA,California,8.6,Madera,,,
30873,93644,Oakhurst,CA,California,37.7,Madera,,,
30874,93645,O'Neals,CA,California,1.1,Madera,,,
30875,93646,Orange Cove,CA,California,106.4,Fresno,America/Los_Angeles,,
30876,93647,Orosi,CA,California,41.2,Tulare,,,
30877,93648,Parlier,CA,California,270.8,Fresno,,,
30878,93650,Fresno,CA,California,1730.8,Fresno,,,
30879,93651,Prather,CA,California,24.2,Fresno,,,
30880,93652,Raisin City,CA,California,101,Fresno,,,
30881,93653,Raymond,CA,California,2.2,Madera,America/Los_Angeles,,
30882,93654,Reedley,CA,California,118.9,Fresno,America/Los_Angeles,,
30883,93656,Riverdale,CA,California,20.4,Fresno,America/Los_Angeles,,
30884,93657,Sanger,CA,California,64.5,Fresno,,,
30885,93660,San Joaquin,CA,California,19.4,Fresno,,,
30886,93662,Selma,CA,California,150.6,Fresno,,,
30887,93664,Shaver Lake,CA,California,0.8,Fresno,,,
30888,93665,South Dos Palos,CA,California,345.1,Merced,,,
30889,93666,Sultana,CA,California,894.1,Tulare,,,
30890,93667,Tollhouse,CA,California,8.3,Fresno,,,
30891,93668,Tranquillity,CA,California,14,Fresno,,,
30892,93669,Wishon,CA,California,13.5,Madera,,,
30893,93673,Traver,CA,California,350,Tulare,,,
30894,93675,Squaw Valley,CA,California,19.1,Fresno,,,
30895,93701,Fresno,CA,California,2590.7,Fresno,,,
30896,93702,Fresno,CA,California,3195.8,Fresno,,,
30897,93703,Fresno,CA,California,2675.2,Fresno,,,
30898,93704,Fresno,CA,California,2094.8,Fresno,,,
30899,93705,Fresno,CA,California,2923.5,Fresno,,,
30900,93706,Fresno,CA,California,95.9,Fresno,,,
30901,93710,Fresno,CA,California,1847.7,Fresno,,,
30902,93711,Fresno,CA,California,1301,Fresno,,,
30903,93720,Fresno,CA,California,1833.1,Fresno,,,
30904,93721,Fresno,CA,California,1440.7,Fresno,,,
